task_achievement,coherence_and_cohesion,lexical_resource,grammatical_range,ID
5.288030667556945,4.864818233894534,4.746498198933903,4.656070429231926,237
6.034750483786746,5.950094628747281,5.69613270779365,5.627803080158742,238
6.499513164542668,6.557362803877775,6.092898365318794,6.01050908981537,239
6.666220464185332,6.806172834473891,6.238250946515611,6.306191349750109,240
5.994379113624971,5.7562558350350335,5.673234182356671,5.480864373063601,241
6.560015122189358,6.628386639879837,6.149245747137256,6.147707124515469,242
6.84151208884738,7.0363826192222065,6.441754686713275,6.407196008331145,243
6.897319463323047,7.076872816954011,6.583774701979858,6.490785000902304,244
6.396167850727117,6.4855680335551185,6.154576503996146,6.115036953415519,245
6.945802567070292,7.078583085630964,6.5507148848545835,6.548576490355051,246
6.949831422190302,7.069492891458156,6.581449812935829,6.557961966919862,247
6.743126229611401,6.875483467169727,6.4067125148819954,6.327360011679629,248
6.917399765078831,7.18622688620542,6.707627954880923,6.637397560058744,249
6.190409121444932,5.894948098414453,5.792303253362279,5.879496322755501,250
6.528211904597071,6.719312993871986,6.233399688970589,6.136098439501405,251
6.349598427796363,6.556419121244094,5.861697719284021,5.589741150533261,252
6.925029377006081,7.045191663961325,6.50871450142633,6.394773631504037,253
6.9170027845150495,7.031650288629298,6.476167923445562,6.373463692825098,254
6.870290264016256,7.007359668076987,6.508160990173382,6.455168995995228,255
7.312275841937001,7.370515021022257,6.791473050249078,6.685886403255429,256
6.971904267264079,7.196182112093062,6.562025311213504,6.493917654068343,257
6.57269492459131,6.306768499489479,6.096274318337183,5.920198649603747,258
6.523276123622232,6.623808184200736,6.1407400393124485,5.981584011933578,259
6.812788012091986,7.019243021909716,6.476202202369011,6.362908227303226,260
6.658335123432001,6.768052795334876,6.341664636851689,6.311799314991142,261
7.056643123107662,7.410851592445618,6.680197748515128,6.716507674545499,262
6.938257106858876,7.261456229308331,6.651575186473868,6.620401967308227,263
7.046862757151937,7.195985969131924,6.712621084107336,6.576897180914459,264
6.375507650501308,6.416993570955915,5.911220502547245,6.014583415891594,265
6.8198237624713745,6.870927429466406,6.30706141902225,6.239974750857787,266
6.827778415995421,6.733325313074794,6.253174506673098,6.157262714727196,267
7.098820571078808,6.9224449695921235,6.5092008876410485,6.441041391600297,268
7.093405941649907,7.267279811133975,6.676329981352997,6.658289689657167,269
6.842517962061261,7.021708315882559,6.418164031494389,6.5073793806342195,270
6.4976131312403975,6.473258264907828,6.045763385212227,6.054496548476424,271
6.260280531558579,6.180022067817998,5.754404812445613,5.776615116034232,272
6.486870862871577,6.37359930372755,6.1657086243676416,6.158671182437419,273
6.549327447552397,6.723515299510582,6.177717960685004,6.131582474906167,274
5.55851801027352,5.864640639890433,5.21140009513055,5.072698380740025,275
6.553117252981674,6.807428891168961,6.222435235717306,6.16875959378711,276
6.958068127622388,7.3623274924745195,6.602274882087022,6.498396760293871,277
6.9915460701321015,7.09221087605229,6.34965726148505,6.267481303979572,278
7.063430048338688,7.25792868944662,6.482280913571948,6.444534319004941,279
6.951058694708489,7.044835673246081,6.532187951106937,6.455193425985776,280
4.355861484504673,4.216006478115182,4.556862031289338,4.380852724166475,281
6.7414928022413125,6.8472975678933325,6.343947144389344,6.23651106926172,282
7.309212369892706,7.4747534152958846,6.7579574843379175,6.729851755260682,283
6.938316713959131,7.133114813524118,6.681985786687879,6.544148274568436,284
6.892823079287284,7.146056863451,6.496346202048769,6.525099051285393,285
6.755386465520537,6.748517910055235,6.276778503387739,6.145494948322882,286
7.284418334176346,7.455037884336548,6.847573183643426,6.8235564673150915,287
6.781694368196812,6.965823255201778,6.50893180725524,6.470633608904727,288
6.849306200847444,7.059538385298345,6.520320870203627,6.49364911093957,289
6.784482303243863,6.9691280689785176,6.325244701607643,6.392754955933866,290
6.808139966170178,6.868929124346745,6.469407032766247,6.343452364819772,291
6.823981919548097,6.837566904256969,6.342621528856727,6.291298912598316,292
6.6643678238638975,6.518243198074296,6.096450446246335,5.863780533851761,293
7.0064110294977295,7.245636208243733,6.728129663289956,6.662116551371803,294
6.569727536216169,6.513266079294202,6.145044135684312,6.150597955555637,295
6.622040240464747,6.671393286335149,6.372526180219512,6.3245030497003585,296
6.839211365535289,6.976179402976699,6.461576090938703,6.4176131604832625,297
6.463201753407972,6.53168754447971,6.03020029133948,5.8916091868518965,298
5.953681732627557,5.668277349661129,5.457275472804207,5.393087691063757,299
6.917865788752094,7.0740610779197075,6.479200853220288,6.412727151152933,300
6.9905607219845685,7.024559411539617,6.547472052766502,6.4579542486252555,301
7.249711314552892,7.289434121336793,6.751176905550562,6.746626153798307,302
5.273657628470565,4.96245563771079,4.980956561543886,4.594818418487781,303
7.4035949382321204,7.487087369335228,6.857418148654868,6.802856357094857,304
6.4659314269197825,6.547301546560607,6.062618772996109,5.98160731005116,305
6.51644446392658,6.457995460519696,6.169342320025881,5.936930002693945,306
6.579173856354833,6.628176035193334,6.209919138659839,6.035073566810079,307
6.349705265664871,6.151331883792192,5.937048167070963,5.666798796080749,308
6.590502130838782,6.551234199973386,6.1553780964758245,6.0464720137047365,309
6.532373485625782,6.464444336891984,6.077124248662529,5.975054080647736,310
6.7049778218869465,6.694965203301676,6.348262899251052,6.112653650009814,311
6.555414791093748,6.543103623153183,6.1394015444905845,5.937915368379884,312
6.622445185547898,6.73474644995565,6.310347505780117,6.107109042321017,313
5.67845166564076,4.865400501825852,5.096348526308481,4.651673976890708,314
5.644296297708297,5.3213971632989345,5.2242489001809735,4.9630420661863806,315
6.956953063244128,7.0581819106374954,6.592712722866564,6.426569129479117,316
7.380695247875462,7.460226499092461,6.815042008533883,6.697830946578461,317
7.039442142568772,7.317425269366868,6.688228829048044,6.543808932121639,318
6.02967726962203,6.163296485432701,5.7819725103511965,5.730823172886158,319
6.837091783203869,6.93421801403905,6.489718370646594,6.332842902533741,320
6.702059829852271,6.896386633813242,6.396793506915047,6.344605886347842,321
6.190998924940727,5.9475871893854295,5.725684633982617,5.666635367416267,322
7.195997126495439,7.357195847643743,6.767480267037975,6.730044432348807,323
6.513893379113531,6.465036144947405,6.1557466134095495,6.0275253521845515,324
6.677886643902731,6.934786968739884,6.490960134542306,6.317487173562243,325
7.108655199480291,7.429018664321748,6.681312126112003,6.642088486372289,326
1.9791608394813966,1.3320871566193526,1.650755058096732,1.3409439799195777,327
6.914249253426536,7.116663650841858,6.558553440674326,6.4037683236724785,328
6.587807073624209,6.7472892036480765,6.451145851328995,6.284893446945846,329
5.936163818401997,5.665286650125448,5.505002230151812,5.524031639326801,330
6.65820770720816,6.814964156993824,6.393078419171212,6.27842264773741,331
6.810679810104055,6.9083795800939924,6.3991939708555785,6.348944471559545,332
6.980848098584188,7.084382240062287,6.512179041453204,6.473857637047884,333
6.490110091952769,6.5443963512749965,6.0373186682191,5.923594099647388,334
4.62471775983843,3.9969843654603454,4.130839474573541,3.624804936832433,335
6.0517102236425435,5.793907221362475,5.551879921555087,5.436749692641318,336
7.145909955316414,7.197454102582645,6.690081912934868,6.6108272650712765,337
6.614687518173258,6.722024392157543,6.17737094073691,6.158751618572074,338
7.143488218673273,7.2698444493800265,6.741658992983102,6.664675459687977,339
6.370186204254752,6.130013354315572,5.704823205158017,5.525727614285578,340
6.988722757884212,7.096680395027569,6.56653805311888,6.529810667965711,341
6.648567572968934,6.757831774173835,6.276533532822013,6.224683828581085,342
6.781722169284753,6.867265222053046,6.327620641174619,6.270551663201375,343
6.786360116013438,6.818097672075862,6.419625895977279,6.236424062017573,344
6.840987831525943,6.941439236140745,6.465669025195565,6.31534436778621,345
7.004849489653766,7.148775307176592,6.565881338693877,6.515089033655533,346
6.963816337816178,7.101645048773428,6.578859160862652,6.54457192680213,347
6.820426419568463,7.048939662927603,6.361698611194563,6.273895956405719,348
6.7166689075771995,6.735373102822405,6.319188475846802,6.123815615302438,349
6.6938715939348965,6.790030645444356,6.249840323479278,6.174604446629287,350
6.786627744081315,7.069199873083809,6.554044401555542,6.442171337582298,351
6.930127447502208,7.07055897165799,6.547580284474274,6.537662583593694,352
7.357484105293058,7.438209399468178,6.903569658967274,6.843526314930294,353
7.082311995835213,7.217512213445503,6.651604154087793,6.673992677149828,354
7.028795921323362,7.241738502093407,6.620335202762871,6.656219385779905,355
7.174843637824624,7.172954189292151,6.659878603734864,6.527472854571652,356
7.154481840815097,7.279056668071961,6.713279985771557,6.724067110997756,357
6.5446376612203,6.520372889533909,5.931286011697297,5.854256550165476,358
7.320240306053117,7.6213670119513965,6.873365555993383,6.789791398609089,359
7.074352995550747,7.0184239801341874,6.627479616086791,6.572466081302327,360
6.625317658358225,6.5248378647331435,6.180421589001036,6.124886205120146,361
6.781096822644167,6.618477880701608,6.369382975922447,6.223086836760317,362
3.013001082369637,2.920573361206087,3.1140613621316944,2.4780004684198036,363
6.731886857410991,6.855720553201445,6.368364515427441,6.286481156449451,364
6.854018800794046,6.931595473112507,6.524747164005499,6.439060519997146,365
6.723638244593025,6.946216584529756,6.428174001494669,6.2890882838602185,366
7.035356368536119,7.3649951236216165,6.74216377345475,6.743301061464839,367
7.241441204164918,7.353820385775679,6.795824648148917,6.69326225385542,368
7.0229796546858205,7.243140237745791,6.690732257895713,6.566720931014002,369
7.3025639561936035,7.544160813861259,6.840570007966304,6.785026949390536,370
7.195997126495439,7.357195847643743,6.767480267037975,6.730044432348807,371
6.481361964637027,6.391251716474446,5.942739788048688,5.7591730288435095,372
6.689903199908013,6.596545317757858,6.151571040362582,6.070510724196847,373
6.823898923793182,6.888522180516432,6.485734333200058,6.349608223937449,374
6.741464276696032,6.969349326069659,6.278616021308742,6.3983708061599724,375
6.950863671128282,7.02368640847351,6.555714889970641,6.457208631996987,376
6.773315378919379,6.96714323863758,6.38949084013258,6.348494502939127,377
6.799886650853873,6.829413629060145,6.387631054774068,6.30636031259431,378
7.352588366044518,7.366786491796024,6.798993202814224,6.804859057475653,379
6.678188017723439,6.662354799291922,6.225171516062306,6.164348055207002,380
5.062731740100805,4.519472753390954,4.7277137378129765,4.619717862436145,381
6.631400883034995,6.719477394695173,6.211738609036369,6.210901504070823,382
6.397373172312199,6.349740024924971,5.934382091827898,5.871923455868659,383
6.478770839684134,6.714928046861045,6.160857017106497,6.214291822278159,384
6.240134328739054,6.261779285391648,5.891215276868462,5.771197450255789,385
6.82284777290727,6.956376211522585,6.545192072265248,6.396873723437911,386
6.561917220929601,6.776833107609734,6.152055543973702,5.907700453837738,387
6.471400294575348,6.7177668405379904,6.1290909521042884,6.01618717163162,388
7.2429791796013046,7.443689659089958,6.8959025164289915,6.70623043796524,389
7.165989257245226,7.360925330282375,6.690357026681184,6.6052824235508565,390
6.866737276328342,7.107111498046013,6.520696850939536,6.348872824978576,391
7.250943979216952,7.284750861286884,6.683296936650517,6.608390329562193,392
6.308858731884059,6.1893200928519025,5.784563662905542,5.547771087021709,393
6.1984497383792645,5.973271927177119,5.761458052639732,5.609336286313471,394
7.364119502589699,7.577200041997103,7.050313413720478,6.875165712277553,395
5.753116464911162,5.323552733551912,5.512664901315812,5.068457980213022,396
6.685033172405241,6.739088071420944,6.328195415023477,6.296931940056316,397
7.018920922791626,7.407815204957414,6.764055014113424,6.712264941723972,398
5.732562159451466,5.7207258211275995,5.32624316901852,5.241796266569727,399
6.76564405794862,6.949156036888632,6.503016582258276,6.4357134265845195,400
5.953343121610089,5.585955275984318,5.640483774182989,5.425013153917828,401
5.67433869609861,5.4582567874512495,5.348975331137362,5.254339837808739,402
6.857916246395943,7.006330005208986,6.405286655335421,6.282473672390877,403
6.269455118803236,6.42247179006755,6.01891219204738,5.8297823504791,404
6.928354484823241,6.904493265543084,6.423626568703749,6.302627740044263,405
5.205033356007085,4.833650268701846,5.159964785415016,5.060517524571393,406
7.0363582808896465,7.210683846982151,6.652037704335517,6.605297404603962,407
7.348242625308268,7.531640132395173,6.878575161003716,6.838730517272837,408
6.570313388302572,6.875049132605799,6.246850465534345,6.066897192240153,409
6.821012409689959,7.117028106250942,6.4396989843642665,6.3473360871543045,410
6.673382070117323,6.902227165958269,6.335669561019813,6.242568793983856,411
6.403453116401091,6.711402732773752,6.192613175034084,5.948362562069592,412
6.271373040122415,6.237274639915516,5.753707554684197,5.7018966681311,413
6.263913899359459,6.124087796007778,5.76310321650362,5.700914782808056,414
6.805725165746079,6.770683174196043,6.310952116643681,6.271700058271345,415
6.783912413732738,6.988444899921321,6.441244209547303,6.3344163902663215,416
6.728380584542451,6.756799132979144,6.295129108491566,6.256949290062988,417
6.840728897878866,6.943038463412437,6.417821808130228,6.203178598733808,418
6.787786563685592,6.442399836382248,6.372402644487134,6.178667804586108,419
7.144923909972876,7.702435610684305,6.861811105412115,6.756239319612604,420
6.336176149276238,6.097650477129042,5.843761444775861,5.68697294747704,421
7.094039853363899,7.359665258485513,6.686977463535318,6.603507692337895,422
5.944028584614474,5.578294874891807,5.445974458614911,5.357677658980284,423
6.626578231646992,6.537616646243586,6.217889374002027,6.3361265462776775,424
6.917775450372808,6.933058430857652,6.4838749193344,6.433548776852426,425
6.286258606570677,5.935036819220293,5.71168695934775,5.635476160423076,426
6.884600572049046,7.158499667957674,6.408522652293805,6.2177013522017175,427
7.235667440027881,7.349557503936574,6.782173592484529,6.709904756187857,428
6.823281696834166,6.883060467605705,6.503125800985241,6.375411204258183,429
7.058214439116038,7.173035139500487,6.614712034806936,6.463302025305216,430
6.9470529389953555,7.221066695283864,6.527944648777905,6.462617782587659,431
6.359764190252238,6.2972203589936155,5.935056084148897,5.76576499388006,432
7.240863892691331,7.372914511596016,6.682047388874871,6.598474882434887,433
6.693766187337498,6.690328157335737,6.277033784879882,6.138129349356074,434
7.389995914121922,7.509005219002502,6.7762118316131055,6.689467915152438,435
7.054681592484528,7.164557618444528,6.6382626567204595,6.581443670850573,436
5.965109730796686,5.658619701584568,5.619601753501885,5.349672553662042,437
6.8829286422220886,7.004212387850384,6.515962375268909,6.420575819962199,438
6.29607323192662,6.195155750621179,5.8671641378410895,5.633696679679471,439
7.147287832481632,7.1493399666072,6.624507158821324,6.4062163956721605,440
6.206656334803507,6.066727932045153,5.7313357634692395,5.5012260128510535,441
7.290278420609231,7.473964664204412,6.852415975438923,6.748162078840474,442
6.410288777575932,6.473705197316383,6.192514442794817,6.097038633806561,443
5.11647381885099,5.050774589754319,4.481754599820111,4.427045195752922,444
6.657646974091742,6.510884612307095,6.214331470722754,6.069339078278882,445
6.95338395282802,6.9480809280354405,6.534652558987972,6.413644630653179,446
5.4665349338472105,5.136711679089394,5.011104486756114,4.859926623889123,447
6.3546558724882125,6.07770049226853,5.584959022354182,5.4832774768318755,448
6.794898929375513,6.930060805976563,6.425675254675585,6.383390836715843,449
6.742517560482544,6.981541974006123,6.341691606825861,6.360584864433499,450
3.3644603316739454,3.1150528096944794,3.653436104817687,3.47721721427803,451
7.247539585789411,7.370843168688627,6.931028779666763,6.898658303104983,452
7.068948269880345,7.2257174197050995,6.617455175058373,6.579522425784791,453
5.991085108341671,5.791646212908372,5.539975116918417,5.408764087309923,454
5.810303996143245,5.792485531104375,5.323571012996507,5.323262053335574,455
5.95436151622112,5.8988973731266325,5.506846219192273,5.3702759285669,456
6.823898923793182,6.888522180516432,6.485734333200058,6.349608223937449,457
6.733195448696527,6.78990681897948,6.322512567543282,6.242103494611793,458
6.934630317358688,7.168975063605495,6.553696085898555,6.56853164428294,459
6.571236979127294,6.849577769344371,5.964158149254862,5.854688211814703,460
7.172086569934924,7.325956247060146,6.617537330921746,6.571530543355856,461
6.370706153078305,6.482672503270795,5.944182213073411,5.852577277918192,462
7.638801407805192,7.7457889893468215,7.026673227540807,7.105294028893148,463
7.271147116411626,7.222390851102706,6.729607249376718,6.718102232805066,464
6.846862146485782,6.919934723689254,6.232413363072845,6.158592255361141,465
5.722939995592882,5.79455008502918,5.351359863099559,5.267109422454594,466
6.821024711838782,6.897271904612667,6.389760992664232,6.297827701644689,467
6.953041165084022,7.016084536402992,6.590073308350479,6.336035359497867,468
6.269332882363157,6.140576678629428,5.670721487454057,5.441185128462842,469
7.35297166184413,7.55949216387732,6.897075738126706,6.969837506970736,470
5.780511401517641,5.56538077556159,5.332280095378418,5.111369633745727,471
6.542103319505922,6.710434748653444,6.306993943038988,6.117467931654855,472
5.879668586599655,5.683351891109968,5.486214831738428,5.390245241522475,473
